1 1 1 1 8
1 1 2 1 8
1 1 1 1 8
1 1 1 1 8
1 1 1 1 8
1 1 2 1 8
1 1 2 2 8
1 1 1 2 8
1 1 2 2 8
1 1 1 2 8
1 1 2 2 8
1 1 1 2 8
1 1 1 3 8
1 1 2 3 8
1 1 2 3 8
1 1 1 3 8
1 1 1 3 8
1 1 1 3 8
1 1 1 4 8
1 1 1 4 8
1 1 1 4 8
1 1 1 4 8
1 1 1 4 8
1 1 1 4 8
1 1 1 5 8
1 1 1 5 8
1 1 1 5 8
1 1 1 5 8
1 1 1 5 8
1 1 1 5 8
1 1 1 6 8
1 1 1 6 8
1 1 1 6 8
1 1 1 6 8
1 1 1 6 8
1 1 1 6 8
1 1 1 7 8
1 1 1 7 8
1 1 1 7 8
1 1 1 7 8
1 1 1 7 8
1 1 1 7 8
1 1 1 8 8
1 1 2 8 8
1 1 1 8 8
1 1 1 8 8
1 1 2 8 6
1 1 1 8 2
1 1 1 9 2
1 1 1 9 2
2 1 2 9 6
1 1 1 9 6
1 1 1 9 6
1 1 1 9 6
1 1 1 10 6
1 1 1 10 6
2 1 1 10 6
1 1 1 10 6
2 1 2 10 6
2 1 1 10 6
2 1 2 11 6
1 1 1 11 6
1 1 1 11 6
1 1 1 11 6
1 1 1 11 6
1 1 1 11 6
1 1 1 12 6
1 1 1 12 6
1 1 1 12 6
1 1 1 12 6
1 1 1 12 6
1 1 1 12 6
1 1 1 13 6
2 1 1 13 6
1 1 2 13 6
1 1 1 13 6
2 1 2 13 5
1 1 1 13 5
1 1 1 14 5
1 1 1 14 5
1 1 1 14 5
1 1 1 14 6
1 1 1 14 6
1 1 2 14 6
1 1 1 15 6
2 1 2 15 6
1 1 2 15 6
1 1 2 15 6
1 1 1 15 6
1 1 1 15 6
1 1 1 16 6
1 1 1 16 6
1 1 1 16 6
1 1 1 16 6
1 1 1 16 6
1 1 2 16 6
1 1 1 17 6
1 1 1 17 6
2 1 2 17 6
1 1 2 17 8
1 1 1 17 8
1 1 2 17 8
1 1 1 18 8
1 1 1 18 8
1 1 1 18 2
1 1 1 18 2
1 1 1 18 2
1 1 1 18 2
1 1 2 19 2
1 1 2 19 8
1 1 2 19 8
1 1 2 19 8
1 1 1 19 8
1 1 1 19 8
1 1 2 20 8
1 1 1 20 8
1 1 1 20 8
2 1 2 20 8
1 1 1 20 8
1 1 1 20 8
1 1 1 21 8
1 1 1 21 8
1 1 1 21 8
1 1 2 21 8
1 1 2 21 8
1 1 1 21 8
1 1 1 22 8
1 1 1 22 8
1 1 1 22 8
1 1 1 22 8
1 1 1 22 8
1 1 2 22 8
1 1 1 23 8
1 1 2 23 8
1 1 1 23 8
1 1 1 23 8
1 1 1 23 8
1 1 1 23 8
1 1 2 24 8
1 1 1 24 8
1 1 1 24 8
1 1 2 24 8
1 1 1 24 8
1 1 1 24 8

